2013_NDVI_mean,2014_NDVI_mean,2015_NDVI_mean,2016_NDVI_mean,2017_NDVI_mean,2018_NDVI_mean,2019_NDVI_mean,2020_NDVI_mean,2021_NDVI_mean,Area,Id
0.312925351,0.328255004,0.325812159,0.299736157,0.250650863,0.269450539,0.271190847,0.306436272,0.292027255,586.656,0
0.561162572,0.449038515,0.491075687,0.508028498,0.413700867,0.477645904,0.503714702,0.441869011,0.478777864,523.326,1
